coauthor	all_isiks	all_viafs	localid
$aMardikas,$cpseud.,$d1893-1986	ISIK3820	http://viaf.org/viaf/63571502	3124
$aTikerpuu, Gustav,$d1888-1913	ISIK3822	http://viaf.org/viaf/113149542949900302769	3126
$aTimofejev, Aleksandr,$d1867-?	ISIK3829	""	3133
$aTischler, Johan,$d1855-1940	ISIK3839	http://viaf.org/viaf/267149544561600490009	3144
$aTobias, Rudolf,$d1873-1918	ISIK3842	http://viaf.org/viaf/27878489	3148
$aÕunapuu, E. J.	ISIK3850	http://viaf.org/viaf/48149542900100302516	3157
$aÕunapuu, E.J.	ISIK3850	http://viaf.org/viaf/48149542900100302516	3157
$aÕunapuu, Eduard Johannes,$d1874-?	ISIK3850	http://viaf.org/viaf/48149542900100302516	3157
$aÕunapuu, Edvald,$d1909-1956	ISIK3850	http://viaf.org/viaf/48149542900100302516	3157
$aUdam, A	ISIK3853	""	3160
$aErlemann, Andreas,$d1833-1915	ISIK386	http://viaf.org/viaf/6153149544607400490003	3167
$aErm, Voldemar,$d1905-1994	ISIK387	http://viaf.org/viaf/13693707	3178
$aTomson, J	ISIK3870	""	3179
$aTomson, J.	ISIK3871	""	3180
$aTonska, Arnold,$d1912-1990	ISIK3872	""	3181
$aToomi, Ullo,$d1902-1983	ISIK3876	http://viaf.org/viaf/46824779	3185
$aTooming, Osvald,$d1914-1992	ISIK3878	http://viaf.org/viaf/268234494	3187
$aToom, Kusta,$cpseud.,$d1892-1973	ISIK3879	http://viaf.org/viaf/129779286	3188
$aTooms, Antoni,$d1895-1983	ISIK3882	""	3192
$aTopman, August,$d1882-1968	ISIK3888	http://viaf.org/viaf/297779609	3198
$aTork, Marie Helene,$d1892-1985	ISIK3889	""	3199
$aTraksmaa, August,$d1893-1942	ISIK3895	http://viaf.org/viaf/78223	3206
$aTreffner, Ella,$d1890-1969	ISIK3898	http://viaf.org/viaf/1226149544569200490003	3209
$aTreffner, Hugo,$d1845-1912	ISIK3899	http://viaf.org/viaf/35261514	3210
$aAinelo, Jaan,$d1882-1941	ISIK39	http://viaf.org/viaf/103251382	3211
$aErnits, Villem,$d1891-1982	ISIK390	http://viaf.org/viaf/239909301	3212
$aTrein, Karl,$d1900-1937	ISIK3905	http://viaf.org/viaf/9689149544633800490000	3218
$aTreu, Otto,$d1890-1944	ISIK3907	""	3220
$aTreufeldt, Henrik	ISIK3909	""	3222
$aErtel, Alide,$d1877-1955	ISIK391	http://viaf.org/viaf/8598149544626200490000	3223
$aLehtme, Heiti,$cpseud.,$d1877-1955	ISIK391	http://viaf.org/viaf/8598149544626200490000	3223
$aTammistu, E.,$cpseud.,$d1877-1955	ISIK391	http://viaf.org/viaf/8598149544626200490000	3223
$aDixi, K.$cpseud.,$d1893-1939	ISIK3910	http://viaf.org/viaf/7445149544617300490001	3224
$aDixi, K.,$cpseud.,$d1893-1939	ISIK3910	http://viaf.org/viaf/7445149544617300490001	3224
$aTreufeldt, Karl	ISIK3910	http://viaf.org/viaf/7445149544617300490001	3224
$aTreufeldt, Karl,$d1893-1939	ISIK3910	http://viaf.org/viaf/7445149544617300490001	3224
$aTreuhoff, Verner,$d1900-1935	ISIK3914	""	3228
$aHeraklides, A.,$cpseud.,$du.1860-1924	ISIK3916	http://viaf.org/viaf/36149542899500302454	3230
$aTreumann, Gustav Johannes,$d1849-1918	ISIK3917	""	3231
$aTreumann, Hans,$d1905-1974	ISIK3918	http://viaf.org/viaf/154359345	3232
$aTreumann, Johannes,$d1893-1920	ISIK3919	""	3233
$aTreumann, Madis,$d1855-1934	ISIK3920	http://viaf.org/viaf/42149542576700300118	3235
$aTriik, Eduard	ISIK3924	""	3239
$aTriik, Nikolai,$d1884-1940	ISIK3925	http://viaf.org/viaf/17394055	3240
$aUibopuu, Friedrich,$d?-1933	ISIK3927	""	3242
$aUibopuu, Hella,$d1898-1969	ISIK3928	http://viaf.org/viaf/13149542815400301884	3243
$aUibopuu, Valev,$d1913-1997	ISIK3930	http://viaf.org/viaf/17269366	3246
$aUluots, Jüri,$d1890-1945	ISIK3934 VEPER1738	http://viaf.org/viaf/44415543	3250
$aUmalas, Madis	ISIK3935	""	3251
$aSander, A.,$cpseud.,$d1871-1944	ISIK3938	http://viaf.org/viaf/3475149544586700490009	3254
$aTrilljärv, Aleksander,$d1871-1944	ISIK3938	http://viaf.org/viaf/3475149544586700490009	3254
$aTruupõld, Richard,$d1890-1944	ISIK3944	http://viaf.org/viaf/104149542940300302713	3261
$aTruusmann, Jaan,$d1866-1932	ISIK3945	http://viaf.org/viaf/384149544562400490002	3262
$aTruusmann, Jüri,$d1856-1930	ISIK3946	http://viaf.org/viaf/294935844	3263
$aTruuvere, Edgar Harald,$d1902-1942	ISIK3947	""	3264
$aAnonymus,$cpseud.,$d1886-1971	ISIK3953	http://viaf.org/viaf/12315994	3271
$aTuglas, Friedebert,$d1886-1971	ISIK3953	http://viaf.org/viaf/12315994	3271
$aTuhk, August,$d1896-?	ISIK3955	http://viaf.org/viaf/16149542575700300131	3273
$aTuiman, Erik,$d1910-1945	ISIK3956	""	3274
$aTuisk, Mart,$d1889-1941	ISIK3957	http://viaf.org/viaf/5729149544604300490002	3275
$aTuiskvere, Bernhard,$d1901-1983	ISIK3958 VEPER2431	http://viaf.org/viaf/1880485	3276
$aTulik, Arnold,$d1911-1990	ISIK3960 ISIK3961	http://viaf.org/viaf/72413100	3279
$aUnder, Marie,$d,1883-1980	ISIK3962	http://viaf.org/viaf/39419701	3280
$aUnder, Marie,$d1883-1980	ISIK3962	http://viaf.org/viaf/39419701	3280
$aUndi, M	ISIK3963	""	3281
$aUndritz, Paul,$d1854-1897	ISIK3966	http://viaf.org/viaf/9626149544633500490006	3284
$aTulnola, Hengo,$d1897-1986	ISIK3969	http://viaf.org/viaf/5094149544599300490007	3287
$aTupits, Artur,$d1892-1941	ISIK3972	http://viaf.org/viaf/69789508	3291
$aTurp, Hans,$d1880-1954	ISIK3974	http://viaf.org/viaf/40149542580300300458	3293
$aTuttar, Hendrik,$d1872-1946	ISIK3976	http://viaf.org/viaf/117149542804000301622	3295
$aTuul, J.	ISIK3980	""	3300
$aUniver, Markus,$d1878-1950	ISIK3986	http://viaf.org/viaf/8145243768274441845	3306
$aUniver, Peeter	ISIK3987	""	3307
$aEspe, Nigul,$d1907-1970	ISIK399	http://viaf.org/viaf/308204186	3310
$aUpīts, Andrejs,$d1877-1970	ISIK3991	http://viaf.org/viaf/69056783	3312
$aUrgart, Oskar,$d1900-1953	ISIK3993	http://viaf.org/viaf/63177735	3314
$aUsin, A	ISIK3996	""	3316
$aUstav, Karl,$d1867-1953	ISIK3997	""	3317
$aAan, A.	ISIK4	http://viaf.org/viaf/7168149544615100490000	3320
$aAan, Anton,$d1864-1923	ISIK4	http://viaf.org/viaf/7168149544615100490000	3320
$aAinson, A	ISIK40	""	3321
$aTuuling, Enn,$d1906-1981	ISIK4001	http://viaf.org/viaf/126149542837100301923	3324
$aTuurand, Aleksander,$d1888-1936	ISIK4004	http://viaf.org/viaf/22152379994101760313	3327
$aTõeveer, Terje,$d1907-?	ISIK4006	http://viaf.org/viaf/3013149544583100490005	3329
$aVikikivi, Assandra,$cpseud.,$d1907-?	ISIK4006	http://viaf.org/viaf/3013149544583100490005	3329
$aTõldsep, Paul	ISIK4008	""	3331
$aTõllasepp, August,$d1885-1970	ISIK4009	http://viaf.org/viaf/53149542774800301361	3332
$aUtuste, Kustas,$d1884-1941	ISIK4010	http://viaf.org/viaf/1618149544571800490005	3334
$aLepp, Marta,$d1883-1940	ISIK4011	http://viaf.org/viaf/250908528	3335
$aVardi, Sophia,$cpseud.,$d1883-1940	ISIK4011	http://viaf.org/viaf/250908528	3335
$aUudeküll, Oskar,$d1909-2007	ISIK4013	http://viaf.org/viaf/29149542581000300305	3337
$aUurits, Aleksander,$d1888-1918	ISIK4017	http://viaf.org/viaf/86144648583963139806	3341
$aUustal, Johannes,$d1880-1954	ISIK4021	http://viaf.org/viaf/5300149544601100490002	3346
$aUustalu, Jüri,$d1889-1973	ISIK4023	http://viaf.org/viaf/168618568	3348
$aVallner, Rudolf,$d1879-1950	ISIK4024	http://viaf.org/viaf/18149542839800302187	3349
$aTõnisson, Ilmar Hans,$d1911-1939	ISIK4026	""	3351
$aTõnisson, Jaan,$d1868-1941	ISIK4027	http://viaf.org/viaf/249285257	3352
$aTõnisson, Jüri,$d1870-1940	ISIK4028	http://viaf.org/viaf/49149542812500301711	3353
$aTõnisson, Mats,$d1853-1915	ISIK4029	http://viaf.org/viaf/47591487	3354
$aTõnissoo, Herbert,$d1902-1942	ISIK4030	""	3356
$aTõnurist, August,$d1869-1943	ISIK4031	http://viaf.org/viaf/2119147425881545040003	3357
$aTõrvand, Juhan,$d1883-1942	ISIK4035	http://viaf.org/viaf/95609088	3361
$aTõõtsi, Juhan,$d1873-1934	ISIK4036	http://viaf.org/viaf/138149542776200301342	3362
$aValma, Hugo,$d1891-1977	ISIK4040	http://viaf.org/viaf/4291149544593100490001	3367
$aValmet, Ado,$d1894-1972	ISIK4041	""	3368
$aSaareots, Mart,$cpseud.,$d1905-1944	ISIK4042	http://viaf.org/viaf/317149544562000490001	3369
$aValmre, Elmar,$d1905-1944	ISIK4042	http://viaf.org/viaf/317149544562000490001	3369
$aVallot, Edmond,$cpseud.,$d1914-2005	ISIK4046 VEPER179	http://viaf.org/viaf/43497541	3373
$aTülk, Jakob,$d1830-1918	ISIK4047	http://viaf.org/viaf/8149542627200301034	3374
$aEvert, Herman,$d1898-1982	ISIK405	http://viaf.org/viaf/1525149544571200490008	3377
$aVaarandi, Anton,$d1901-1979	ISIK4056	http://viaf.org/viaf/43234758	3384
$aVaas, Theodor,$d1902-1973	ISIK4058 ISIK4059	http://viaf.org/viaf/58152380100901762889	3386
$aVaga, Alfred,$d1895-1980	ISIK4064	""	3392
$aVaga, August,$d1893-1960	ISIK4065	http://viaf.org/viaf/221521329	3393
$aVaharo, Rudolf,$d1897-1942	ISIK4069	""	3397
$aFaehlmann, Friedrich Robert,$d1798-1850	ISIK407	http://viaf.org/viaf/12422707	3398
$aVaher, Artemi,$d1915-1963	ISIK4071 ISIK4072	http://viaf.org/viaf/26152380098101762859	3400
$aVaher, Gregor,$d1912-1957	ISIK4074	""	3402
$aVaher, Villem,$d1873-1944	ISIK4078	http://viaf.org/viaf/911149544566700490009	3406
$aVahi, Jaan	ISIK4080	""	3409
$aVahi, Paul Leonhard,$d1911-1941	ISIK4081	http://viaf.org/viaf/101149542579000300361	3410
$aVahter, Aleksander,$d1864-1950	ISIK4084	http://viaf.org/viaf/31149542770500301290	3413
$aVahtra, Jaan,$d1882-1947	ISIK4086	http://viaf.org/viaf/19759282	3415
$aVahtra, K	ISIK4087	""	3416
$aVahtra, Karl	ISIK4087	""	3416
$aVahtrik, J. H.	ISIK4089	""	3418
$aVain, Jaan,$d1886-1942	ISIK4094	http://viaf.org/viaf/24149542633900301028	3424
$aVaino, Georg	ISIK4097	""	3427
$aVakman, Rudolf,$d1894-1937	ISIK4102	http://viaf.org/viaf/2925149544582300490001	3434
$aVakmann, Rudolf,$d1894-1937	ISIK4102	http://viaf.org/viaf/2925149544582300490001	3434
$aVaks, Ao,$d1912-1993	ISIK4103	http://viaf.org/viaf/34149542797900301612	3435
$aVaks, Heino,$d1886-1943	ISIK4104	http://viaf.org/viaf/120149542869000302214	3436
$aValdes, Albert,$d1884-1971	ISIK4105	http://viaf.org/viaf/74895688	3437
$aValdmann, Johannes,$d1898-1944	ISIK4107	http://viaf.org/viaf/2196152381759501950004	3439
$aFeldbach, Johannes,$d1901-1972	ISIK411	http://viaf.org/viaf/42146635512541980031	3442
$aVallaste, Eduard,$d1901-1983	ISIK4117	http://viaf.org/viaf/8152379993701760074	3450
$aVallaste, Hendrik,$d1905-2002	ISIK4118 VEPER87	http://viaf.org/viaf/1421149544570600490006	3451
$aVallner, Artur,$d1887-1939	ISIK4124	http://viaf.org/viaf/1225149544569200490000	3458
$aVallner, Klarissa	ISIK4125	""	3459
$aWeizenberg, August,$d1837-1921	ISIK4126	http://viaf.org/viaf/67332395	3460
$aWeitzenberg, Juhan,$d1838-1877	ISIK4127	http://viaf.org/viaf/3624149544587700490007	3461
$aOve,$cpseud.,$d1912-1942	ISIK4129	http://viaf.org/viaf/113149544560400490007	3463
$aVeldemann, Oskar,$d1912-1942	ISIK4129	http://viaf.org/viaf/113149544560400490007	3463
$aVeljesto-Vill, Arnold	ISIK4132	""	3467
$aVellerind, Johannes,$d1891-1941	ISIK4133	http://viaf.org/viaf/6801149544612500490009	3468
$aPiibeleht,$cpseud.,$d1893-1970	ISIK4136	http://viaf.org/viaf/5509149544602700490000	3471
$aVellner, Harald,$d1893-1970	ISIK4136	http://viaf.org/viaf/5509149544602700490000	3471
$aHAVE,$cpseud.,$d1909-1943	ISIK4138	http://viaf.org/viaf/5012149544598700490002	3473
$aValtman, Helmut,$d1909-1943	ISIK4138	http://viaf.org/viaf/5012149544598700490002	3473
$aValtman, Helmut,$d1909-1943.	ISIK4138	http://viaf.org/viaf/5012149544598700490002	3473
$aFeldmann, Elvine,$d1873-1917	ISIK414	http://viaf.org/viaf/18152380026101761864	3475
$aVanatoa, Juhan	ISIK4141	http://viaf.org/viaf/8149542909300302275	3477
$aVanaveski, Karl,$d1909-1973	ISIK4143	http://viaf.org/viaf/123149542775700301345	3479
$aVanik, Konstantin,$d1901-1947	ISIK4145	http://viaf.org/viaf/1149542960600302850	3481
$aBarbarus, Johannes,$cpseud.,$d1890-1946	ISIK4150	http://viaf.org/viaf/42644990	3487
$aVares, Johannes,$d1890-1946	ISIK4150	http://viaf.org/viaf/42644990	3487
$aVares, Martin,$d1855-1916	ISIK4153	http://viaf.org/viaf/20149542814200301677	3490
$aVares, Tõnis,$d1859-1925	ISIK4155	http://viaf.org/viaf/300286191	3492
$aVelner, Värdi,$d1907-1992	ISIK4156	http://viaf.org/viaf/7405149544616800490000	3493
$aVender, Evald,$d1901-1948	ISIK4159	http://viaf.org/viaf/45149542619800300947	3496
$aVanaaus, Jakob,$d1871-1945	ISIK416	http://viaf.org/viaf/5693149544603800490007	3497
$aVent, Voldemar,$d1901-1966	ISIK4162	http://viaf.org/viaf/28152380005801761451	3500
$aVesilo, Agnes,$d1900-1985	ISIK4165 VEPER1751	http://viaf.org/viaf/1851153363082637520006	3503
$aVarma, Anni,$d1891-1957	ISIK4170	""	3509
$aVasar, Juhan,$d1905-1972	ISIK4174	http://viaf.org/viaf/203649483	3513
$aVau, J.	ISIK4180	""	3520
$aVau, Jaan	ISIK4180	""	3520
$aFick, Max Wilhelm	ISIK419	""	3530
$aVeedam, Voldemar,$d1912-1983	ISIK4190	http://viaf.org/viaf/54136912	3531
$aVeelmaa, Juhan,$d1904-1949	ISIK4191	http://viaf.org/viaf/200904177	3532
$aVeerus, Johannes,$d1897-1972	ISIK4192 VEPER1439	http://viaf.org/viaf/5080149544599200490003	3533
$aVeevo, Johannes	ISIK4193	""	3534
$aVilbaste, Gustav,$d1885-1967	ISIK4194	http://viaf.org/viaf/25400851	3535
$aWegener, Emil Ewald,$d1841-1898	ISIK4196	""	3537
$aVeiderma, Aleksander,$d1888-1972	ISIK4202	http://viaf.org/viaf/6125337	3545
$aVeiler, Aleksander,$d1887-1950	ISIK4204	http://viaf.org/viaf/51149542898400302470	3547
$aVilde, Eduard,$d1865-1933	ISIK4208	http://viaf.org/viaf/105016	3551
$aVilde,Eduard,$d1865-1933	ISIK4208	http://viaf.org/viaf/105016	3551
$aVill, Kalju Luuleleid,$d1930-?	ISIK4217	""	3561
$aFiskar, Anna,$d1882-1940	ISIK422	http://viaf.org/viaf/182149542903900302491	3564
$aVillemi, Paul,$d1897-1942	ISIK4221	http://viaf.org/viaf/1196149544568800490002	3566
$aWilligerode, Adalbert Hugo,$d1816-1893	ISIK4222	http://viaf.org/viaf/305253791	3567
$aWilligerode, Paul Gerhard Adalbert,$d1859-1919	ISIK4223	""	3568
$aWillingen, Constantin Leodimir,$d1848-1941	ISIK4224	http://viaf.org/viaf/19149542815900301872	3569
$aFiskar, Daniel	ISIK423	""	3575
$aReinu Wiljandi,$cpseud.,$d1907-1942	ISIK4230	http://viaf.org/viaf/795149544565700490008	3576
$aVinkler, Reinhold,$d1907-1942	ISIK4230	http://viaf.org/viaf/795149544565700490008	3576
$aVirányi, Elemér,$d1897-?	ISIK4233	""	3579
$aVirgo, Eduard,$d1878-1938	ISIK4234	http://viaf.org/viaf/1868149544573900490003	3580
$aWühner, M.	ISIK4236	""	3582
$aWühner, Hugo,$d1877-1932	ISIK4237	http://viaf.org/viaf/1357149544570000490007	3583
$aWühner, Hans,$d1836-1911	ISIK4238	http://viaf.org/viaf/49149542633300301074	3584
$aVisman, Harry,$d1897-1973	ISIK4240	""	3587
$aVisnapuu, Eduard,$d1895-1969	ISIK4241	http://viaf.org/viaf/6590149544610800490005	3588
$aVisnapuu, Henrik,$d1890-1951	ISIK4244	http://viaf.org/viaf/59895485	3591
$aWöhrmann, Eduard Ludvig,$d1863-1934	ISIK4248	http://viaf.org/viaf/8145541701896600051	3595
$aVoitk, Evald J.,$d1907-1976	ISIK4256	http://viaf.org/viaf/53746747	3604
$aVolde, Johann,$d1851-1900	ISIK4260	http://viaf.org/viaf/22149542902300302411	3609
$aVolke, Ernst,$d1914-1998	ISIK4264 VEPER1400	http://viaf.org/viaf/6686149544611800490004	3613
$aLylo, A.,$cpseud.,$d1902-1960	ISIK4267	http://viaf.org/viaf/9180149544630200490003	3616
$aMagister Cantandi,$cpseud.,$d1902-1960	ISIK4267	http://viaf.org/viaf/9180149544630200490003	3616
$aVärav, Eduard,$d1906-1962	ISIK4271	""	3621
$aVärat, Aleksander,$d1858-1931	ISIK4273	http://viaf.org/viaf/3641149544587800490005	3623
$aVorms, Jaan,$d1885-1936	ISIK4278	http://viaf.org/viaf/6837149544612700490000	3628
$aVoolaine, Paulopriit,$d1899-1985	ISIK4283	http://viaf.org/viaf/316879643	3634
$aVästrik, Johannes,$d1912-1990	ISIK4286 VEPER2756	http://viaf.org/viaf/43153409763841582815	3637
$aVeske, Mihkel,$d1843-1890	ISIK4288	http://viaf.org/viaf/10221268	3639
$aVeski, Johannes Voldemar,$d1873-1968	ISIK4290	http://viaf.org/viaf/6344219	3642
$aWesley, August	ISIK4291	""	3643
$aVester, Edgar,$d1900-1978	ISIK4294	http://viaf.org/viaf/55149542812300301657	3646
$aVäli, M	ISIK4295	""	3647
$aVälbe, Jüri,$d1882-1942	ISIK4297	""	3649
$aFranzdorf, Tõnu Martin,$d1862-1940	ISIK430	http://viaf.org/viaf/124149542780200301507	3653
$aVõsu, Arnold,$d1901-1971	ISIK4300	""	3654
$aWuolijoki, Hella,$d1886-1954	ISIK4303	http://viaf.org/viaf/17231148	3657
$aWunderlich, Richard,$d1902-1976	ISIK4307	""	3661
$aWulff, Gustav,$d1865-1946	ISIK4308	http://viaf.org/viaf/305254744	3662
$aFreiberg, Karl Oskar,$d1894-u.1941	ISIK431	http://viaf.org/viaf/2842149544581800490008	3664
$aKurmiste, Oskar,$cpseud.,$d1894-u.1941	ISIK431	http://viaf.org/viaf/2842149544581800490008	3664
$aVesterinen, Emil,$d1886-1968	ISIK4310	http://viaf.org/viaf/63720426	3665
$aVettik, Tuudur,$d1898-1982	ISIK4312	http://viaf.org/viaf/51254409	3667
$aWiedemann, Joh.	ISIK4316	""	3671
$aWieselgren, Per,$d1900-1989	ISIK4318	http://viaf.org/viaf/2837582	3673
$aVigel, Eduard,$d1890-1957	ISIK4319	http://viaf.org/viaf/2510149544579100490000	3674
$aVihalem, Hugo,$d1903-1970	ISIK4321	http://viaf.org/viaf/10149542579300300433	3677
$aVihalem, Paul,$d1910-1985	ISIK4323	http://viaf.org/viaf/50580965	3679
$aVihvelin, Arnold,$d1892-1962	ISIK4325	http://viaf.org/viaf/4037149544591000490009	3681
$aViidalepp, Richard,$d1904-1986	ISIK4326	http://viaf.org/viaf/12327565	3682
$aViidang, Juhan,$d1900-1980	ISIK4327	""	3683
$aViiding, Paul,$d1904-1962	ISIK4333	http://viaf.org/viaf/71245915	3690
$aViik, Johannes	ISIK4337	http://viaf.org/viaf/1149542582400300256	3694
$aViik, Johannes,$d1894-?	ISIK4337	http://viaf.org/viaf/1149542582400300256	3694
$aFreimann, Joosep,$d1873-1955	ISIK434	""	3697
$aViiralt, Eduard,$d1898-1954	ISIK4341	http://viaf.org/viaf/69101982	3699
$aViires, Hugo,$d1907-1974	ISIK4343	http://viaf.org/viaf/172431951	3701
$aViitmaa, H	ISIK4344	""	3702
$aAnderkopp, Ado,$d1894-1941	ISIK4352 ISIK86	http://viaf.org/viaf/1911149544574200490009	3711
$aLange, Aleksander,$d1879-1947	ISIK4356	http://viaf.org/viaf/58149542850200302145	3715
$aHint, Aadu,$d1910-1989	ISIK4357 ISIK635	http://viaf.org/viaf/107059328	3716
$aFreundlich, Carl Wilhelm,$d1803-1872	ISIK436	http://viaf.org/viaf/8999149544629000490001	3718
$aFreymuth, Otto,$d1892-1953	ISIK438	http://viaf.org/viaf/166426350	3740
$aFrisch, Gustav	ISIK440	""	3763
$aAan, Jaan,$d1891-1976	ISIK4416	""	3781
$aAarelaid, Martin,$d1905-1977	ISIK4434	http://viaf.org/viaf/55149542814200301856	3801
$aAaret, Inno,$d1905-1987	ISIK4446	http://viaf.org/viaf/12149542912600302289	3814
$aFählmann, Eldor,$d1899-?	ISIK447	http://viaf.org/viaf/3149542846300302048	3840
$aAarmann, Jaan,$d1885-1978	ISIK4471	http://viaf.org/viaf/409149544562800490009	3842
$aGailit, August,$d1891-1960	ISIK449 VEPER2308	http://viaf.org/viaf/51846206	3862
$aAivola, August,$d1904-1975	ISIK45	http://viaf.org/viaf/20149542839800302188	3873
$aAasa, Arnold,$d1908-?	ISIK4506	""	3881
$aAasamaa, Heinrich,$d1909-2008	ISIK4519	http://viaf.org/viaf/1215149544569100490007	3895
$aAaslava, Siegfried,$d1899-1957	ISIK4532	http://viaf.org/viaf/938149544566900490000	3910
$aGenss, Julius,$d1887-1957	ISIK455	http://viaf.org/viaf/73822333	3929
$aAasoja, Voldemar,$d1907-1943	ISIK4557	""	3937
$aAavestik, Ed	ISIK4597	""	3981
$aAavik, A.	ISIK4598	""	3982
$aAavik, Aleksandra,$d1909-1987	ISIK4599	http://viaf.org/viaf/25155224492384372551	3983
$aAkel, Friedrich Karl,$d1871-1941	ISIK46 ISIK5080	http://viaf.org/viaf/308694675	3984
$aGerm, Tenis	ISIK460	""	3985
$aGerretz, H	ISIK461	""	3996
$aAavik, Joosep,$d1899-1989	ISIK4615	""	4002
$aAavik, Priidu,$d1905-1991	ISIK4623	http://viaf.org/viaf/3146217721009140870	4011
$aAaviste, Voldemar,$d1893-1941	ISIK4631	http://viaf.org/viaf/6893152381795001950001	4020
$aGildenmann, Berend,$d1822-1884	ISIK464	http://viaf.org/viaf/112149542803900301620	4029
$aAbel, Gustav,$d1893-1954	ISIK4655	""	4046
$aAbel, J	ISIK4659	""	4050
$aAbels, Georg,$d1898-1967	ISIK4676	http://viaf.org/viaf/116146216531209090188	4069
$aAben, Aleksander,$d1908-1991	ISIK4681	http://viaf.org/viaf/2983149544583000490008	4075
$aGraf, Heinrich	ISIK472	""	4118
$aAbroi, Osvald,$d1888-1965	ISIK4728	""	4127
$aAdamson, Amandus,$d1855-1929	ISIK4754	http://viaf.org/viaf/50428892	4156
$aGrant, Mats,$d1836-1884.	ISIK476	""	4162
$aAdamson, Eugen	ISIK4761	""	4164
$aAdamson, Mart,$d1892-?	ISIK4790	""	4196
$aAdamson-Eric,$cpseud.,$d1902-1968	ISIK4802	http://viaf.org/viaf/6682105	4210
$aAdamtau, Jakob,$d1893-1973	ISIK4805	http://viaf.org/viaf/5230149544600700490008	4213
$aAdelheim, Georg,$d1884-1952	ISIK4813	http://viaf.org/viaf/27432517	4222
$aAder, Ernst	ISIK4823	""	4233
$aGrenzstein, Ado,$d1849-1916	ISIK484	http://viaf.org/viaf/50060552	4251
$aPiirikivi, Ado,$cpseud.,$d1849-1916	ISIK484	http://viaf.org/viaf/50060552	4251
$aGrenzstein, Tõnis,$d1863-1916	ISIK485	http://viaf.org/viaf/469149544563200490006	4262
$aAdoff, Ferdinand,$d1890-1938	ISIK4856	http://viaf.org/viaf/648149544564600490002	4269
$aGrohmann, E.	ISIK487	http://viaf.org/viaf/25149542976900302927	4284
$aGrohmann, Woldemar Eugen,$d1802-1874	ISIK487	http://viaf.org/viaf/25149542976900302927	4284
$aGrosholm, Martin August,$d1896-1966	ISIK489	http://viaf.org/viaf/7554149544618000490008	4306
$aGross, Alice	ISIK490	""	4318
$aGross, Alice-Gullan	ISIK490	""	4318
$aGross, E	ISIK491	""	4329
$aSagrits, Hello,$cpseud.,$d1904-?	ISIK4930	http://viaf.org/viaf/1197149544568800490005	4352
$aAhman, Eduard,$d1889-1942	ISIK4937	http://viaf.org/viaf/934149544566900490009	4359
$aGrossschmidt, Otto,$d1869-1941	ISIK497	http://viaf.org/viaf/5145244354574480721	4394
$aGrönberg, Artur,$d1908-1996	ISIK498 VEPER2324	http://viaf.org/viaf/76149544559900490005	4405
$aAinelo, Ilmar K.,$cpseud.,$d1906-?	ISIK4993	http://viaf.org/viaf/4728149544596500490004	4420
$aAinomäe, Kaarel,$d1892-?	ISIK5005	""	4435
$aAinson, Hans-Karl,$d1887-1958	ISIK5026	http://viaf.org/viaf/9523152381816801950002	4458
$aAinson, Johan,$d1873-1962	ISIK5030	http://viaf.org/viaf/5055149544599000490002	4463
$aAitsam, Mihkel,$d1877-1953	ISIK5063	http://viaf.org/viaf/135281431	4499
$aGrünfeldt, Peeter,$d1865-1937	ISIK508 ISIK548 VEPER1623	http://viaf.org/viaf/266694205	4517
$aHaljaspõld, Herbert,$d1896-1963	ISIK508 ISIK548 VEPER1623	http://viaf.org/viaf/266694205	4517
$aOberland, Arthur,$cpseud	ISIK508 ISIK548 VEPER1623	http://viaf.org/viaf/266694205	4517
$aPõld, R.,$cpseud.,$d1865-1937	ISIK508 ISIK548 VEPER1623	http://viaf.org/viaf/266694205	4517
$aViherväli, Vidrik,$cpseud.,$d1896-1963	ISIK508 ISIK548 VEPER1623	http://viaf.org/viaf/266694205	4517
$aAkel, Karl,$d1878-1942	ISIK5083	http://viaf.org/viaf/9800149544634800490005	4520
$aAkermann, Franz,$d1801(1802)-1855	ISIK5085	http://viaf.org/viaf/95149542578900300362	4522
$aGrünstamm, Voldemar,$d1876-u.1913	ISIK509	http://viaf.org/viaf/156149542591500300639	4527
$aAksel, Jaan,$d1893-1964	ISIK5104	""	4544
$aGrüntal, Julius,$d1890-1939	ISIK512	http://viaf.org/viaf/7140149544615000490007	4561
$aGrünthal-Ridala, Villem,$d1885-1942	ISIK513	http://viaf.org/viaf/2438858	4572
$aAloste, J. V.,$cpseud	ISIK5146	""	4590
$aGrünvald, Gustav-Arnold,$d1888-?	ISIK515	""	4594
$aGrünwaldt, K.	ISIK516	""	4605
$aGrünwaldt, Karl	ISIK516	""	4605
$aAlberg, Evald,$d1911-?	ISIK5186	""	4634
$aGustavson, August,$d1894-1941	ISIK519	http://viaf.org/viaf/5980149544606100490001	4638
$aAlbre, Adolph,$d1874-1942	ISIK5193	""	4642
$aAleksander,$cEesti Apostlik-Õigeusu Kiriku metropoliit,$d1872-1953	ISIK5209	http://viaf.org/viaf/1229149544569200490006	4660
$aAleksejev, Viktor,$d1902-1945	ISIK5220	http://viaf.org/viaf/1544149544571400490009	4673
$aGutmann, Johann	ISIK523	""	4683
$aGutmann, Toomas,$d1873-1936	ISIK524	""	4694
$aAlgma, Toomas,$d1896-1971	ISIK5256	http://viaf.org/viaf/219286027	4712
